datetime,parameter,value
2026-07-08T20:00Z,o3,65.0
2026-07-08T21:00Z,pm10,18.0
2026-07-08T21:00Z,pm25,18.0
2026-07-08T21:00Z,co,291.0
2026-07-08T21:00Z,no2,17.7
2026-07-08T21:00Z,so2,7.6
2026-07-08T21:00Z,o3,69.0
2026-07-08T22:00Z,pm10,16.7
2026-07-08T22:00Z,pm25,16.6
2026-07-08T22:00Z,co,275.0
2026-07-08T22:00Z,no2,15.6
2026-07-08T22:00Z,so2,6.6
2026-07-08T22:00Z,o3,72.0
2026-07-08T23:00Z,pm10,16.0
2026-07-08T23:00Z,pm25,16.0
2026-07-08T23:00Z,co,280.0
2026-07-08T23:00Z,no2,14.2
2026-07-08T23:00Z,so2,5.6
2026-07-08T23:00Z,o3,75.0
2026-07-09T00:00Z,pm10,26.5
2026-07-09T00:00Z,pm25,25.8
2026-07-09T00:00Z,co,293.0
2026-07-09T00:00Z,no2,26.9
2026-07-09T00:00Z,so2,14.5
2026-07-09T00:00Z,o3,45.0
2026-07-09T01:00Z,pm10,24.0
2026-07-09T01:00Z,pm25,23.2
2026-07-09T01:00Z,co,309.0
2026-07-09T01:00Z,no2,26.9
2026-07-09T01:00Z,so2,15.6
2026-07-09T01:00Z,o3,51.0
2026-07-09T02:00Z,pm10,24.3
2026-07-09T02:00Z,pm25,23.1
2026-07-09T02:00Z,co,333.0
2026-07-09T02:00Z,no2,26.8
2026-07-09T02:00Z,so2,17.0
2026-07-09T02:00Z,o3,60.0
2026-07-09T03:00Z,pm10,27.5
2026-07-09T03:00Z,pm25,26.3
2026-07-09T03:00Z,co,364.0
2026-07-09T03:00Z,no2,25.6
2026-07-09T03:00Z,so2,18.1
2026-07-09T03:00Z,o3,71.0
2026-07-09T04:00Z,pm10,27.5
2026-07-09T04:00Z,pm25,26.3
2026-07-09T04:00Z,co,411.0
2026-07-09T04:00Z,no2,22.5
2026-07-09T04:00Z,so2,18.5
2026-07-09T04:00Z,o3,83.0
2026-07-09T05:00Z,pm10,41.1
2026-07-09T05:00Z,pm25,29.3
2026-07-09T05:00Z,co,464.0
2026-07-09T05:00Z,no2,18.4
2026-07-09T05:00Z,so2,18.5
2026-07-09T05:00Z,o3,97.0
2026-07-09T06:00Z,pm10,56.0
2026-07-09T06:00Z,pm25,29.2
2026-07-09T06:00Z,co,498.0
2026-07-09T06:00Z,no2,14.7
2026-07-09T06:00Z,so2,17.9
2026-07-09T06:00Z,o3,109.0
2026-07-09T07:00Z,pm10,84.3
2026-07-09T07:00Z,pm25,32.1
2026-07-09T07:00Z,co,491.0
2026-07-09T07:00Z,no2,11.4
2026-07-09T07:00Z,so2,16.2
2026-07-09T07:00Z,o3,121.0
2026-07-09T08:00Z,pm10,74.3
2026-07-09T08:00Z,pm25,27.4
2026-07-09T08:00Z,co,465.0
2026-07-09T08:00Z,no2,8.5
2026-07-09T08:00Z,so2,13.8
2026-07-09T08:00Z,o3,132.0
2026-07-09T09:00Z,pm10,60.1
2026-07-09T09:00Z,pm25,26.2
2026-07-09T09:00Z,co,451.0
2026-07-09T09:00Z,no2,7.7
2026-07-09T09:00Z,so2,12.4
2026-07-09T09:00Z,o3,137.0
2026-07-09T10:00Z,pm10,41.3
2026-07-09T10:00Z,pm25,24.1
2026-07-09T10:00Z,co,464.0
2026-07-09T10:00Z,no2,8.7
2026-07-09T10:00Z,so2,12.4
2026-07-09T10:00Z,o3,134.0
2026-07-09T11:00Z,pm10,47.8
2026-07-09T11:00Z,pm25,23.0
2026-07-09T11:00Z,co,491.0
2026-07-09T11:00Z,no2,11.6
2026-07-09T11:00Z,so2,13.2
2026-07-09T11:00Z,o3,126.0
2026-07-09T12:00Z,pm10,49.9
2026-07-09T12:00Z,pm25,35.9
2026-07-09T12:00Z,co,523.0
2026-07-09T12:00Z,no2,23.8
2026-07-09T12:00Z,so2,18.3
2026-07-09T12:00Z,o3,95.0
2026-07-09T13:00Z,pm10,55.2
2026-07-09T13:00Z,pm25,40.5
2026-07-09T13:00Z,co,566.0
2026-07-09T13:00Z,no2,38.6
2026-07-09T13:00Z,so2,22.7
2026-07-09T13:00Z,o3,72.0
2026-07-09T14:00Z,pm10,64.7
2026-07-09T14:00Z,pm25,54.4
2026-07-09T14:00Z,co,614.0
2026-07-09T14:00Z,no2,59.0
2026-07-09T14:00Z,so2,28.9
2026-07-09T14:00Z,o3,41.0
2026-07-09T15:00Z,pm10,75.4
2026-07-09T15:00Z,pm25,68.5
2026-07-09T15:00Z,co,649.0
2026-07-09T15:00Z,no2,74.2
2026-07-09T15:00Z,so2,34.1
2026-07-09T15:00Z,o3,17.0
2026-07-09T16:00Z,pm10,77.1
2026-07-09T16:00Z,pm25,72.2
2026-07-09T16:00Z,co,663.0
2026-07-09T16:00Z,no2,79.4
2026-07-09T16:00Z,so2,37.5
2026-07-09T16:00Z,o3,7.0
2026-07-09T17:00Z,pm10,82.0
2026-07-09T17:00Z,pm25,78.5
2026-07-09T17:00Z,co,663.0
2026-07-09T17:00Z,no2,79.4
2026-07-09T17:00Z,so2,39.9
2026-07-09T17:00Z,o3,4.0
2026-07-09T18:00Z,pm10,83.1
2026-07-09T18:00Z,pm25,80.3
2026-07-09T18:00Z,co,652.0
2026-07-09T18:00Z,no2,78.4
2026-07-09T18:00Z,so2,40.9
2026-07-09T18:00Z,o3,3.0
2026-07-09T19:00Z,pm10,85.2
2026-07-09T19:00Z,pm25,83.4
2026-07-09T19:00Z,co,627.0
2026-07-09T19:00Z,no2,77.5
2026-07-09T19:00Z,so2,39.7
2026-07-09T19:00Z,o3,1.0
2026-07-09T20:00Z,pm10,85.9
2026-07-09T20:00Z,pm25,82.0
2026-07-09T20:00Z,co,590.0
2026-07-09T20:00Z,no2,75.5
2026-07-09T20:00Z,so2,37.1
2026-07-09T20:00Z,o3,1.0
2026-07-09T21:00Z,pm10,87.1
2026-07-09T21:00Z,pm25,78.2
2026-07-09T21:00Z,co,549.0
2026-07-09T21:00Z,no2,73.7
2026-07-09T21:00Z,so2,35.2
2026-07-09T21:00Z,o3,1.0
2026-07-09T22:00Z,pm10,85.7
2026-07-09T22:00Z,pm25,77.8
2026-07-09T22:00Z,co,496.0
2026-07-09T22:00Z,no2,73.0
2026-07-09T22:00Z,so2,34.6
2026-07-09T22:00Z,o3,0.0
2026-07-09T23:00Z,pm10,89.2
2026-07-09T23:00Z,pm25,81.3
2026-07-09T23:00Z,co,438.0
2026-07-09T23:00Z,no2,72.4
2026-07-09T23:00Z,so2,34.6
2026-07-09T23:00Z,o3,0.0
